"","title","year","length","rating","votes"
"51405","Texas, addio",1966,90,5.6,85
"51417","Thakshak",1999,163,5.9,41
"51444","That 70's Matrix",2001,35,3.9,24
"51454","That Darn Cat",1997,89,4.2,696
"51533","Thelma & Louise",1991,129,7.3,18075
"51549","Theory of Revenge",2003,85,9.1,9
"51596","They Call Me Bruce?",1982,86,4.8,248
"51598","They Call Me Macho Woman",1989,81,4.1,26
"51618","They Live",1988,93,6.5,5131
"51661","Thief of Bagdad, The",1924,139,7.9,362
"51683","Thin Red Line, The",1998,170,7.2,25637
"51689","Thing, The",1982,109,7.8,17071
"51692","Things Are Tough All Over",1982,90,5.2,400
"51706","Thira 7 - i megali stigmi",1983,107,5.9,8
"51717","Third Society, The",2002,84,4.4,44
"51720","Third World Cop",1999,98,4.8,79
"51722","Thirsty Dead, The",1974,88,2.5,38
"51828","Those Magnificent Men in Their Flying Machines, or How I Flew from London to Paris in 25 hours 11 minutes",1965,138,6.7,1064
"51845","Thrashin'",1986,93,5,259
"51882","Three Fugitives",1989,92,5.5,1664
"51893","Three Kinds of Heat",1987,87,3.5,17
"51894","Three Kings",1999,114,7.3,31503
"51918","Three Musketeers, The",1921,119,7.5,73
"51919","Three Musketeers, The",1935,96,5.4,30
"51920","Three Musketeers, The",1939,72,5.7,48
"51921","Three Musketeers, The",1948,125,7.2,659
"51922","Three Musketeers, The",1973,105,7.3,2649
"51923","Three Musketeers, The",1993,105,6,6624
"51969","Three the Hard Way",1974,89,5.4,93
"51979","Thrill Kill Jack in Hale Manor",2000,80,7.7,7
"51980","Thrill Killers, The",1964,69,3.4,60
"51988","Thriller - en grym film",1974,79,6.4,336
"52010","Thunder",1983,86,3.9,39
"52011","Thunder Afloat",1939,95,6,15
"52012","Thunder Alley",1967,90,5.4,26
"52016","Thunder II",1985,90,3.5,19
"52017","Thunder III",1988,90,2.9,18
"52018","Thunder In Dixie",1964,73,5,8
"52028","Thunder Run",1986,90,4.4,37
"52032","Thunder in Carolina",1960,92,5.6,19
"52041","Thunderball",1965,130,6.8,8226
"52045","Thunderbirds",2004,95,4.4,1419
"52046","Thunderbirds Are GO",1966,93,6.5,278
"52049","Thunderbolt and Lightfoot",1974,114,6.8,1983
"52053","Thundering 8th, The",2000,100,6.2,8
"52057","Thunderman",2004,18,6,13
"52059","Thunderpoint",1998,75,7,9
"52063","Thursday",1998,87,6.6,1572
"52078","Tian di ying xiong",2003,115,6.4,567
"52083","Tian shi xing dong",1987,93,5.3,35
"52084","Tian shi xing dong II zhi huo feng jiao long",1989,90,6.1,20
"52085","Tian xia di yi quan",1973,104,6,163
"52103","Ticker",2001,92,3.3,1491
"52122","Tie ma liu",1977,91,6.5,99
"52123","Tie qi men",1980,113,7.4,30
"52124","Tie wa",1973,89,6.8,12
"52134","Tien ya, ming yueh tao",1976,86,7.8,53
"52148","Tiger Claws",1992,92,4.1,64
"52149","Tiger Claws III",1999,95,3,43
"52166","Tigershark",1987,98,2.5,9
"52174","Tigre de Santa Julia, El",2002,128,6.1,75
"52179","Tigress",1977,85,4.7,139
"52219","Time Guardian, The",1987,87,3.6,102
"52225","Time Machine, The",2002,96,5.5,12424
"52237","Time Trackers",1989,86,3.4,58
"52239","Time Under Fire",1996,88,3.6,104
"52265","Timecop",1994,98,5.5,5976
"52266","Timecop: The Berlin Decision",2003,82,4.8,346
"52275","Timerider: The Adventure of Lyle Swann",1982,94,5.1,251
"52295","Tin loh daai poh ng hang chan",1977,88,2,5
"52321","Tipo con una faccia strana ti cerca per ucciderti, Un",1973,89,5.9,22
"52345","Titan A.E.",2000,94,6.4,9373
"52347","Titanic",1953,98,6.8,887
"52360","Tito",2004,120,8,25
"52378","To Be the Best",1993,99,2.9,32
"52388","To Die Standing",1990,87,4.9,11
"52393","To End All Wars",2001,110,7.1,1447
"52401","To Hell and Back",1955,106,7.3,610
"52410","To Live and Die in L.A.",1985,116,6.9,3050
"52414","To Please a Lady",1950,91,6,97
"52415","To Protect and Serve",1992,92,4.7,53
"52425","To Trap a Spy",1964,92,6,64
"52429","To ja, zlodziej",2000,100,5.9,55
"52434","To the Death",1993,90,5,11
"52439","To the Limit",1995,98,2.6,229
"52442","To the Shores of Tripoli",1942,86,5.6,75
"52444","Toad Warrior",1996,90,2.5,15
"52451","Toby McTeague",1986,96,6.6,18
"52457","Tocco: la sfida, Il",1997,105,3.4,11
"52499","Tokarefu",1994,103,8.6,15
"52508","Tokyo 10+01",2003,70,5.6,21
"52539","Tollbooth",1994,108,4.6,106
"52586","Tombstone",1993,130,7.4,16618
"52609","Tomorrow Never Dies",1997,119,6.4,19397
"52611","Tomorrow We Live",1942,64,5.2,21
"52625","Tong hau goo si",1986,87,3.9,11
"52627","Tongan Ninja",2002,83,6.4,95
"52646","Tontons flingueurs, Les",1963,105,7.5,782
"52656","Too Hot to Handle",1977,85,4.7,27
"52659","Too Late the Hero",1970,145,6.7,371
"52696","Top Dog",1995,86,3.3,348
"52699","Top Gun",1986,110,6.5,32410
"52736","Tora! Tora! Tora!",1970,144,7.4,3663
"52762","Tornado",1983,90,4.6,26
"52773","Torque",2004,81,3.2,4050
"52778","Torrente, el brazo tonto de la ley",1998,97,6.5,1120
"52807","Total Reality",1997,100,4,111
"52808","Total Recall",1990,113,7.2,26486
"52809","Total western",2000,84,6.4,181
"52849","Touch, The",2002,103,4.5,417
"52862","Tough Guys Don't Dance",1987,110,4.8,233
"52875","Tourist Trap",1984,60,3.7,9
"52880","Tout feu, tout flamme",1982,108,6.2,102
"52907","Towering Inferno, The",1974,165,6.4,5386
"52911","Town Called Hell, A",1971,97,3.9,49
"52923","Toxic Avenger, Part II, The",1989,96,4.2,574
"52927","Toy Soldiers",1984,85,5.6,127
"52928","Toy Soldiers",1991,112,5.8,2721
"52950","Track",1999,98,5.2,23
"52956","Trackdown",1976,98,5.2,33
"52970","Trader Tom of the China Seas",1954,167,3.6,8
"52995","Trail of '98, The",1928,87,8.2,41
"53005","Trailer: The Movie!",2001,9,7.3,26
"53022","Train, The",1964,133,7.7,1616
"53023","Trained to Kill",1988,90,2.8,15
"53030","Traitor's Heart",1999,91,2.7,52
"53044","Trancers",1985,76,6.1,509
"53045","Trancers II",1991,85,4.9,241
"53059","Transformers: The Movie, The",1986,85,6.6,5802
"53062","Transporter, The",2002,92,6,9150
"53063","Transsibirskiy ekspress",1977,93,6.6,10
"53088","Trapper County War",1989,98,4.6,24
"53089","Trappola diabolica",1988,95,3.2,22
"53121","Traxx",1988,84,2.8,79
"53163","Treasure of the Amazon, The",1985,104,5,63
"53166","Treasure of the Sierra Madre, The",1948,126,8.4,10470
"53219","Trespass",1992,101,5.9,1373
"53234","Triads, Yardies & Onion Bhajees",2003,105,5.4,19
"53241","Trial of Billy Jack, The",1974,170,4,258
"53269","Trick Baby",1973,89,6.8,30
"53277","Trident Force",1988,90,1.2,5
"53280","Tridtsatogo unichtozhit!",1992,93,2.7,9
"53283","Trigger Effect, The",1996,94,5.4,1591
"53304","Trionfo di Ercole, Il",1964,94,2.3,27
"53317","Triple Cross",1967,126,6.2,165
"53326","Tripoli",1950,95,5.7,34
"53331","Tripwire",1990,87,4.5,41
"53333","Trishul",1978,167,7.5,94
"53365","Trojan Warrior",2002,95,4.2,44
"53377","Troma's War",1988,87,4.5,251
"53380","Tron",1982,96,6.4,9084
"53385","Trono di fuoco, Il",1982,89,4.9,17
"53410","Trouble Bound",1993,90,5.1,174
"53415","Trouble Man",1972,99,4.8,42
"53437","Troy",2004,162,7.1,33979
"53444","Truck Stop Women",1974,82,4.7,33
"53445","Truck Turner",1974,91,6.3,229
"53449","True Blood",1989,100,4.6,50
"53465","True Lies",1994,141,7,31011
"53469","True Romance",1993,121,7.7,25896
"53498","Truth or Consequences, N.M.",1997,106,6.1,1174
"53514","Tsakalia, Ta",1981,103,4.9,27
"53540","Tu pa tam",2004,92,5.9,67
"53544","Tuareg - Il guerriero del deserto",1984,97,5.5,98
"53547","Tube",2003,113,5.2,283
"53558","Tuff Turf",1985,112,5,348
"53575","Tulipe noire, La",1964,115,6.6,225
"53581","Tulsa",1949,90,6,105
"53596","Tumko Na Bhool Paayenge",2002,160,6,34
"53608","Tunnel Vision",1995,100,4.6,62
"53631","Turbo: A Power Rangers Movie",1997,99,2.1,1296
"53635","Turetskii gambit",2005,130,6.9,247
"53638","Turk 182!",1985,102,5.4,940
"53639","Turkey Shoot",1981,80,4.2,167
"53646","Turn It Up",2000,86,4.3,129
"53654","Turnaround",1987,90,4.6,27
"53690","Tuxedo, The",2002,98,5.1,6070
"53731","Twice Under",1987,85,3.9,12
"53776","Twisted Justice",1990,90,2.6,37
"53783","Twister",1996,113,5.9,28315
"53885","Two-Fisted Law",1932,64,3.7,38
"53925","U-571",2000,116,6.5,15792
"53929","U.S. Marshals",1998,131,6.1,10315
"53930","U.S. Seals",1999,90,2.4,569
"53942","USS VD: Ship of Shame",1942,46,2.7,26
"53954","Uccidi o muori",1967,93,4.8,5
"53977","Uh Oh!",2003,92,7.6,7
"53985","Ukkonen",2001,22,6.6,158
"53987","Ukrotitelnitsa tigrov",1954,101,8.7,11
"53996","Ultima batalla, La",1993,92,4,6
"54002","Ultima partita, L'",1990,95,3.6,11
"54006","Ultimate Desires",1992,93,2.8,33
"54009","Ultimate Warrior, The",1975,94,5,170
"54010","Ultimate Weapon, The",1997,110,2.7,126
"54012","Ultimax Force",1986,90,3,9
"54014","Ultimi giorni di Pompei, Gli",1959,103,5.2,107
"54017","Ultimo cacciatore, L'",1980,95,5.6,83
"54020","Ultimo gladiatore, L'",1964,98,5.7,8
"54021","Ultimo guerriero, L'",1984,95,3.6,22
"54032","Ultimo volo all'inferno, L'",1990,84,1,9
"54033","Ultimul cartus",1973,100,7.6,34
"54036","Ultraviolet",1992,80,4.6,34
"54062","Umi no Triton",1979,30,6.2,6
"54065","Umirat legko",1999,89,4.8,18
"54066","Umizaru",2004,120,6.9,12
"54150","Una de zombis",2003,99,4.2,54
"54183","Uncivilized",1994,91,4.8,19
"54201","Unconditional Love",1999,105,3,6
"54215","Undefeatable",1994,90,2.9,63
"54220","Under Cover",1987,94,4.8,49
"54227","Under Lock and Key",1995,92,4.3,38
"54233","Under Pressure",2000,94,3.8,200
"54234","Under Siege",1992,98,6.1,9413
"54235","Under Siege 2: Dark Territory",1995,99,4.9,5551
"54250","Under the Gun",1995,90,4.1,40
"54267","Undercover Brother",2002,85,6,5138
"54273","Undercover Man",1942,68,7.5,13
"54301","Undertow",1996,93,5,124
"54307","Underworld",1985,103,3.1,95
"54313","Undisputed",2002,96,5.6,1769
"54323","Une chance sur deux",1998,110,5.6,472
"54367","Unexpected Guest",1947,61,7.4,19
"54403","Unholy Rollers",1972,88,5,60
"54413","Uninhibited",1995,91,3.4,16
"54432","Universal Soldier",1971,94,5.6,33
"54433","Universal Soldier",1992,99,5.2,5709
"54434","Universal Soldier: The Return",1999,89,3.2,3486
"54449","Unknown, The",2005,85,9,24
"54456","Unman, Wittering and Zigo",1971,102,7,78
"54492","Unstoppable",2004,96,4.8,579
"54518","Untold, The",2002,92,3.8,400
"54520","Unveiled",1994,103,4.1,34
"54525","Uomini duri",1974,92,4.7,27
"54528","Uomini si nasce poliziotti si muore",1976,100,5.5,51
"54535","Uomo da rispettare, Un",1972,112,5.4,46
"54543","Uomo puma, L'",1980,90,2.1,886
"54554","Up Periscope",1959,112,6.6,208
"54575","Up in the Air",1940,62,6.2,13
"54626","Urban Warriors",1987,90,2.2,12
"54641","Urotoruman - kaiju daikessen",1979,100,7.3,5
"54643","Ursus",1961,90,3.1,15
"54644","Ursus e la ragazza tartara",1962,85,6.2,5
"54646","Ursus nella valle dei leoni",1961,85,6.2,14
"54722","V zone osobogo vnimaniya",1978,98,6.4,19
"54725","V.I.P.",1991,110,6.5,10
"54791","Valence Theory",2004,94,5.3,20
"54808","Valiant, The",1962,80,6.6,6
"54856","Vampire Hunter D",2000,103,7.6,2606
"54860","Vampire Lesbian Kickboxers",2004,85,3,6
"54871","Vampires",1998,106,5.6,7908
"54873","Vampires, Les",1915,399,8.1,177
"54874","Vampires: Los Muertos",2002,93,4.4,1010
"54875","Vampires: The Turning",2005,84,3.4,59
"54891","Van Helsing",2004,132,5.4,19787
"54913","Vanishing Legion, The",1931,220,6.3,8
"54914","Vanishing Point",1971,106,7,1607
"54962","Vault, The",2005,87,2.4,64
"54973","Vecchio testamento, Il",1962,88,1.6,7
"54986","Veils of Bagdad, The",1953,82,4.6,16
"55002","Velocity Trap",1997,86,3.8,233
"55016","Vendetta",1986,89,5.1,37
"55017","Vendetta dal futuro",1986,94,4.4,66
"55019","Vendetta di Ercole, La",1960,98,3.2,30
"55021","Vendetta di Ursus, La",1961,98,5.2,5
"55023","Vendetta: A Christmas Story",1997,21,1.4,47
"55035","Venganza de la llorona, La",1974,87,6.3,8
"55036","Venganza de la momia, La",1971,87,5.3,15
"55038","Venganza de las mujeres vampiro, La",1970,90,2.5,12
"55042","Venganza, La",1999,90,3.5,20
"55048","Vengeance of Fu Manchu, The",1967,91,4.8,82
"55075","Venus Rising",1995,91,2.3,225
"55089","Verano para matar, Un",1972,110,5.5,29
"55155","Vertical Limit",2000,124,5.6,10273
"55159","Vertikal",1966,77,7.2,31
"55188","Vet hard",2005,90,6.9,229
"55190","Veuve Couderc, La",1971,90,6.7,164
"55203","Via dura, La",1987,86,4.8,12
"55234","Vice Girls",2000,83,3.3,33
"55237","Vice Squad",1982,97,4.8,131
"55249","Victim Five",1964,89,5.9,19
"55294","Vidocq",2001,98,6.5,3122
"55345","Vietnam, Texas",1990,92,3.8,21
"55351","View to a Kill, A",1985,131,5.9,8478
"55356","Vigilante",1983,90,5.7,158
"55359","Vigilante, The",1947,285,7.4,8
"55373","Viking Queen, The",1967,80,4.4,82
"55374","Viking Sagas, The",1995,80,4.6,109
"55375","Viking, The",1928,90,7.8,17
"55378","Vikings, The",1958,114,6.9,1417
"55409","Villains Anthology, The",1999,96,5.5,18
"55417","Villmark",2003,85,7.1,647
"55419","Vinasu senki",1989,102,6.9,175
"55429","Vindicator, The",1986,93,4.3,74
"55458","Violent Shit 3 - Infantry of Doom",1999,85,4.5,139
"55461","Violenti di Roma bene, I",1975,88,6,5
"55463","Violenza in un carcere femminile",1982,90,4.2,54
"55478","Viper",1994,88,3.6,62
"55498","Virginia City",1940,121,6.6,238
"55507","Virtual Combat",1996,97,3,92
"55514","Virtualna stvarnost",2001,93,5.3,13
"55516","Virtuosity",1995,106,5.3,4183
"55519","Virus",1980,101,4.1,410
"55572","Vital Parts",2001,87,3.4,23
"55587","Viva Knievel!",1977,106,2.6,123
"55610","Vivero Letter, The",1998,95,4.3,97
"55620","Vivre pour survivre",1984,98,3.3,36
"55653","Vodkaa, komisario Palmu",1969,96,5.7,111
"55687","Volcano",1997,104,5.2,8627
"55710","Volta",2004,108,4.5,7
"55718","Von Ryan's Express",1965,117,7,1269
"55766","Voyna",2002,120,7.1,235
"55809","Vsyo to, o chyom my tak dolgo mechtali",1997,135,2.5,5
"55822","Vulcano, figlio di Giove",1961,76,6.5,5
"55837","W Is War",1986,93,5.4,11
"55854","WXIII: Patlabor the Movie 3",2002,100,6.6,123
"55900","Wai Si-Lei chuen kei",1985,90,5.8,32
"55932","Wake of the Red Witch",1948,106,6.1,273
"55939","Wakusei daisenso",1977,87,5.5,19
"55968","Walker",1987,95,5.2,296
"55969","Walker Texas Ranger 3: Deadly Reunion",1994,87,2.8,71
"55978","Walking Tall",1973,125,6.3,612
"55979","Walking Tall",2004,87,5.9,4839
"55980","Walking Tall Part II",1975,109,5.3,141
"55989","Walking the Edge",1983,93,5.6,40
"56025","Wanderers, The",1979,117,6.9,1136
"56030","Wang Jiao de tian kong",1995,92,6.2,23
"56034","Wanted",1997,87,4,65
"56037","Wanted: Dead or Alive",1987,104,5.3,516
"56051","War Dog",1986,95,6.1,43
"56063","War Party",1988,99,5.6,119
"56071","War Wagon, The",1967,101,6.5,838
"56086","Ward 13",2003,15,8.2,69
"56087","Warhead",1977,90,5.8,15
"56088","Warhead",1996,90,2.4,59
"56092","Warlock",1989,90,5.7,1839
"56094","Warlords",1989,87,4.3,21
"56096","Warlords of Hell",1987,76,2.5,6
"56097","Warlords of the 21st Century",1982,91,3.8,91
"56109","Warpath",2000,90,8,20
"56111","Warrior",2002,97,1.7,16
"56113","Warrior and the Sorceress, The",1984,81,4.2,131
"56114","Warrior of Justice",1996,89,2.4,5
"56115","Warrior of the Lost World",1983,87,1.9,165
"56117","Warriors",1994,101,3.4,65
"56118","Warriors of Virtue",1997,101,3.6,389
"56121","Warriors, The",1979,93,7.2,4742
"56125","Wartezimmer zum Jenseits",1964,90,5.8,14
"56134","Wasabi",2001,94,6.4,3057
"56160","Watch the Shadows Dance",1987,87,3.6,88
"56179","Water Game, The",2002,106,6,11
"56212","Waterworld",1995,176,5.4,19325
"56263","We Dive at Dawn",1943,98,6.7,121
"56275","We Were Soldiers",2002,143,7.1,14939
"56303","Weapon of Mass Destruction",2004,81,8.2,21
"56305","Weapons of Death, The",1981,90,4.2,9
"56340","Wedlock",1991,101,5.5,862
"56392","Welcome 2 Ibiza",2002,95,5.4,5
"56401","Welcome to Alaska",1999,81,5.2,16
"56450","Werewolves on Wheels",1971,77,2.4,57
"56451","Werner - Beinhart!",1990,93,6.2,425
"56461","Wesley Cash",2004,73,8.2,31
"56489","Western Avenue",1993,118,4.3,9
"56508","Westworld",1973,88,6.9,3764
"56519","Whacked!",2002,91,4.4,72
"56529","Whasango",2001,95,6.2,825
"56577","What Waits Below",1984,88,3.3,44
"56627","Whatever It Takes",1999,101,3,89
"56636","Wheels of Fire",1984,81,3.6,38
"56664","When Strangers Appear",2001,96,6.5,433
"56687","When the Bullet Hits the Bone",1995,76,4.5,41
"56689","When the Clouds Roll by",1919,50,8,17
"56711","Where Eagles Dare",1968,158,7.6,5415
"56828","White Fury",1990,89,4.5,6
"56829","White Ghost",1988,88,2.8,19
"56830","White Gold",2003,91,3.3,33
"56835","White Hunter Black Heart",1990,110,6.6,1148
"56839","White Lightning",1973,101,5.7,338
"56841","White Line Fever",1975,90,5.7,151
"56844","White Men Can't Jump",1992,118,6.2,7861
"56853","White Raven, The",1998,113,4.8,113
"56875","White Wolves III: Cry of the White Wolf",2000,87,6.4,38
"56876","White Wolves: A Cry in the Wild II",1993,90,5.2,116
"56882","Whiteforce",1988,90,5.5,6
"56883","Whiteout",2000,129,5.7,96
"56888","Who Dares Wins",1982,125,5.5,399
"56918","Who'll Stop the Rain",1978,126,6.8,387
"56939","Whoa",2001,7,6.2,14
"56973","Why Me?",1990,87,5.4,189
"56987","Wicked Game",2002,95,5.2,20
"57004","Wide Open Town",1941,79,7.1,17
"57021","Wielki szu",1983,96,7.2,42
"57043","Wild Angels, The",1966,93,4.7,212
"57052","Wild Bunch, The",1969,179,8.2,10550
"57064","Wild Geese II",1985,125,4.1,178
"57065","Wild Geese, The",1978,134,6.4,1072
"57103","Wild Racers, The",1968,83,4.1,12
"57106","Wild Riders",1971,91,4.8,11
"57120","Wild Wheels",1969,81,4.5,9
"57122","Wild Wild West",1999,107,4,19078
"57126","Wild World of Batwoman, The",1966,70,1.9,1144
"57127","Wild Zero",2000,98,6.6,529
"57166","Wilhelm Cuceritorul",1982,180,7.7,6
"57188","Willow",1988,126,6.8,10529
"57203","Wind",1992,126,5.7,590
"57209","Wind and the Lion, The",1975,119,7,1171
"57215","Windfall",2001,102,3.6,84
"57237","Windtalkers",2002,153,5.9,9081
"57242","Wing Commander",1999,96,3.7,4854
"57245","Wings",1927,141,7.4,803
"57261","Winner, The",1969,92,5.9,55
"57263","Winners Take All",1986,102,6,33
"57275","Winning",1969,123,5.9,217
"57383","Witchtrap",1989,92,3.7,62
"57407","Without Mercy",1995,90,2.2,16
"57417","Witness Files, The",1999,95,3.8,308
"57440","Wizards of the Lost Kingdom",1985,72,2.6,118
"57452","Wo hu cang long",2000,120,8.2,52198
"57480","Wolves of Wall Street",2002,85,2.8,77
"57482","Wolves, The",1995,88,4.6,12
"57490","Woman Hunt",1975,81,4,15
"57524","Woman of the North Country",1952,90,5.5,11
"57547","Women in Cages",1971,78,3.3,84
"57557","Women of the Prehistoric Planet",1966,90,2.7,114
"57568","Wonder Women",1973,82,4.4,33
"57572","Wonderful Days",2003,90,7,943
"57584","Wong Fei-hung",1991,95,7.3,2550
"57585","Wong Fei-hung chi saiwik hung si",1997,102,6.2,433
"57586","Wong Fei-hung chi tit gai dau neung gung",1993,90,6.6,432
"57587","Wong Fei-hung tsi sam: Siwong tsangba",1993,105,6.7,707
"57588","Wong gok fung wan",1996,96,6.9,15
"57589","Wong gok ja 'fit' yan",1996,100,6.1,17
"57640","World Gone Wild",1988,95,4.5,85
"57642","World Is Not Enough, The",1999,128,6.3,24205
"57655","World in His Arms, The",1952,104,6.6,182
"57663","World of the Drunken Master",1979,98,4.5,31
"57664","World's Finest",2004,3,6.7,90
"57682","Wounded",1997,96,5.5,160
"57690","Wraith, The",1986,93,4.9,1291
"57694","Wrecking Crew, The",1969,105,5.2,299
"57695","Wrecking Crew, The",1999,80,2.3,185
"57697","Wrestler, The",1974,95,5,43
"57718","Wrongfully Accused",1998,87,5.2,3258
"57723","Wu Lin sheng dou shi",1992,80,3.1,18
"57726","Wu dun ren shu",1982,107,7.9,153
"57728","Wu jian dao",2002,101,8,4065
"57729","Wu jian dao 2",2003,119,7.3,939
"57733","Wu long tian shi zhao ji gui",1982,80,4.8,37
"57735","Wu shu",1993,90,7.1,64
"57736","Wu yi tan zhang Lei Luo zhuan",1991,70,6.9,33
"57759","X",1996,97,5.8,569
"57763","X Files, The",1998,121,6.7,18314
"57769","X-Men",2000,104,7.3,45332
"57771","X2",2003,133,7.9,38191
"57781","Xanda",2004,85,5.9,48
"57787","Xi Zang xiao zi",1992,97,6,30
"57788","Xi chu bawang",1994,177,6.3,60
"57790","Xi you ji di yi bai ling yi hui zhi yue guang bao he",1994,115,7.2,322
"57791","Xia dao Gao Fei",1993,96,7.2,536
"57792","Xia ri fu xing",1985,90,6,213
"57793","Xian dai hao xia zhuan",1993,97,5.8,282
"57795","Xian si jue",1982,86,7.4,242
"57801","Xiao Qian",1997,83,6.4,176
"57804","Xiao ao jiang hu zhi dong fang bu bai",1991,110,7.2,647
"57809","Xiaoao jiang hu",1990,120,7,246
"57817","Xin ching-wu men",1976,114,5.5,175
"57819","Xin jing wu men 1991",1991,96,6.9,62
"57820","Xin leng xue shi san ying",1992,100,5,8
"57825","Xin zuijia paidang",1989,103,5.2,37
"57830","Xiong zhong",1982,81,4.8,15
"57858","Yaadon Ki Baaraat",1973,164,6.8,52
"57869","Yakuza no hakaba: Kuchinashi no hana",1976,97,7.8,71
"57876","Yamaguchi-gumi gaiden: Kyushu shinko-sakusen",1974,106,6,13
"57880","Yami no karyudo",1979,137,7.1,17
"57881","Yan man ying hung",1987,82,7.6,12
"57882","Yan sut",1985,92,6.5,20
