"","title","year","length","rating","votes","budget","budget class"
"48009","Sometimes They Come Back... Again",1996,98,2.9,630,3000000,"0-10"
"48010","Sometimes They Come Back... for More",1999,89,2.8,321,2000000,"0-10"
"48017","Somewhere in Time",1980,103,6.8,3837,5100000,"0-10"
"48034","Son",2002,125,4.2,33,2000000,"0-10"
"48049","Son of Kong, The",1933,70,5.6,316,250000,"0-10"
"48059","Son of the Mask",2005,94,1.9,1785,74000000,"70-80"
"48070","Song Is Born, A",1948,113,7.2,278,2400000,"0-10"
"48078","Song jia huang chao",1997,145,6.9,151,50000000,"50-60"
"48080","Song of Bernadette, The",1943,156,7.7,671,2000000,"0-10"
"48107","Songcatcher",2000,109,7.2,927,1800000,"0-10"
"48140","Sons of Provo",2004,93,4.3,35,200000,"0-10"
"48158","Sorcerer",1977,93,7.1,719,22000000,"20-30"
"48173","Sorority Babes in the Slimeball Bowl-O-Rama",1988,80,4,338,90000,"0-10"
"48174","Sorority Boys",2002,93,5.1,2398,12000000,"10-20"
"48180","Sorority House Vampires",1998,86,1.8,83,50000,"0-10"
"48190","Sorte Nula",2004,85,7.3,134,150000,"0-10"
"48212","Soul Assassin",2001,96,4,376,7000000,"0-10"
"48214","Soul Food",1997,114,6.5,1166,7500000,"0-10"
"48217","Soul Plane",2004,92,3.2,2361,16000000,"10-20"
"48220","Soul Survivors",2001,84,3.6,2305,14000000,"10-20"
"48247","Sound of Music, The",1965,174,7.8,20641,8200000,"0-10"
"48281","South Beach",1992,93,3.4,60,800000,"0-10"
"48286","South Pacific",1958,171,6.6,1387,6000000,"0-10"
"48287","South Park: Bigger Longer & Uncut",1999,81,7.6,33188,21000000,"20-30"
"48338","Space Available",2004,15,9.2,11,18000,"0-10"
"48339","Space Between, The",2002,19,4.8,12,12000,"0-10"
"48340","Space Between, The",2004,60,5.4,12,1500,"0-10"
"48342","Space Cowboys",2000,130,6.4,11887,65000000,"60-70"
"48345","Space Jam",1996,87,5.2,7995,80000000,"80-90"
"48358","Space Truckers",1996,95,4.5,1460,25000000,"20-30"
"48360","Space-Thing",1968,69,3.5,26,17500,"0-10"
"48362","Spaceballs",1987,96,6.7,20054,22700000,"20-30"
"48363","Spaced Invaders",1990,100,4.5,612,3000000,"0-10"
"48366","Spacehunter: Adventures in the Forbidden Zone",1983,90,4.2,706,14400000,"10-20"
"48368","Spaceman",1997,88,4.7,67,50000,"0-10"
"48378","Spandex: A Father's Tale",2005,21,9.4,5,30000,"0-10"
"48380","Spanglish",2004,130,6.7,4698,80000000,"80-90"
"48390","Spanish Judges",1999,98,4.8,178,3500000,"0-10"
"48397","Spanking the Monkey",1994,100,6.5,1352,200000,"0-10"
"48411","Sparrows",1926,84,7.4,119,463455,"0-10"
"48415","Spartacus",1960,198,8,17084,12000000,"10-20"
"48422","Spawn",1997,98,4.6,7523,40000000,"40-50"
"48424","Spawn of the Slithis",1978,86,2.5,87,100000,"0-10"
"48444","Specialist, The",1994,110,4.7,6602,45000000,"40-50"
"48447","Species",1995,108,5.4,8963,35000000,"30-40"
"48465","Speed",1994,116,7.1,32979,28000000,"20-30"
"48467","Speed 2: Cruise Control",1997,121,3.3,13268,110000000,"110-120"
"48474","Speedway",1968,94,4.6,239,1500000,"0-10"
"48475","Speedway Junky",1999,105,5.3,469,1000000,"0-10"
"48487","Spellbound",1945,111,7.6,5108,1696377,"0-10"
"48490","Spelling Bee",2004,13,8.3,15,20000,"0-10"
"48499","Sphere",1998,134,5.3,12990,80000000,"80-90"
"48501","Sphinx",1981,118,4.5,204,14000000,"10-20"
"48507","Spice World",1997,93,3,7710,25000000,"20-30"
"48508","Spider",2002,94,6.8,5193,8000000,"0-10"
"48510","Spider Baby, or The Maddest Story Ever Told",1968,81,6.7,385,65000,"0-10"
"48517","Spider-Man",2002,121,7.4,63228,139000000,"130-140"
"48518","Spider-Man 2",2004,127,7.9,40256,200000000,"200-210"
"48520","Spiders",2000,95,3.2,511,2000000,"0-10"
"48529","Spies Like Us",1985,102,5.7,6434,22000000,"20-30"
"48539","Spin Cycle, The",2004,9,8.8,5,5300,"0-10"
"48549","Spinal Tap: The Final Tour",1998,20,6.6,5,50000,"0-10"
"48570","Spirit of America, The",2001,3,6,14,60000,"0-10"
"48578","Spirit of St. Louis, The",1957,135,7.1,1007,6000000,"0-10"
"48582","Spirit: Stallion of the Cimarron",2002,86,6.4,2738,80000000,"80-90"
"48583","Spirithunter, The",2004,115,8.3,7,100000,"0-10"
"48593","Spitfire Grill, The",1996,117,6.7,2245,6000000,"0-10"
"48597","Splash",1984,111,6.3,9428,8000000,"0-10"
"48610","Split Second",1992,90,5.3,1120,7000000,"0-10"
"48624","SpongeBob SquarePants Movie, The",2004,90,6.5,2672,30000000,"30-40"
"48627","Spook",2003,93,8.3,7,1000000,"0-10"
"48652","Spotless",2005,90,3.9,44,250000,"0-10"
"48663","Spring Fever",1982,100,4.3,24,4300000,"0-10"
"48664","Spring Forward",1999,110,7.1,307,2000000,"0-10"
"48684","Spudmonkey",2001,88,7.8,8,1100000,"0-10"
"48685","Spun",2002,106,6.2,3924,2800000,"0-10"
"48689","Spy Game",2001,126,7,16736,92000000,"90-100"
"48690","Spy Hard",1996,81,4.5,4686,18000000,"10-20"
"48691","Spy Kids",2001,88,6.2,7400,35000000,"30-40"
"48692","Spy Kids 2: Island of Lost Dreams",2002,99,5.8,3175,39000000,"30-40"
"48693","Spy Kids 3-D: Game Over",2003,84,4.7,2597,39000000,"30-40"
"48699","Spy Who Loved Me, The",1977,123,6.9,8130,14000000,"10-20"
"48725","Squaw Man, The",1914,72,6.3,41,15450,"0-10"
"48730","Squeeze",1997,102,4.9,57,155000,"0-10"
"48760","St. Louis Kid, The",1934,67,6.4,50,80000,"0-10"
"48765","St. Valentine's Day Massacre, The",1967,100,6.1,380,1000000,"0-10"
"48769","Stacey",1973,81,5.6,12,100000,"0-10"
"48778","Stag",1997,91,5.5,305,3000000,"0-10"
"48781","Stage Door",1937,92,7.6,1085,952000,"0-10"
"48796","Stagecoach",1939,96,8,5646,531300,"0-10"
"48815","Stakeout on Dope Street",1958,89,7,9,35000,"0-10"
"48817","Stalag 17",1953,116,8.2,7153,1315000,"0-10"
"48842","Stand by Me",1986,89,8,30805,8000000,"0-10"
"48847","Stand-In, The",1999,100,5.6,42,400000,"0-10"
"48851","Standalone",2005,108,7.3,10,245000,"0-10"
"48857","Standing by Yourself",2002,65,9.1,8,1000,"0-10"
"48862","Stanley",1972,108,3.9,36,125000,"0-10"
"48867","Stanley and Livingstone",1939,101,7.2,175,2000000,"0-10"
"48881","Star Is Born, A",1937,111,7.5,687,1173639,"0-10"
"48882","Star Is Born, A",1954,176,7.7,1856,5019770,"0-10"
"48883","Star Is Born, A",1976,139,5,755,6000000,"0-10"
"48885","Star Kid",1997,101,5,269,12000000,"10-20"
"48895","Star Trek III: The Search for Spock",1984,105,6.2,9808,17000000,"10-20"
"48896","Star Trek IV: The Voyage Home",1986,136,7.1,11647,25000000,"20-30"
"48897","Star Trek V: The Final Frontier",1989,107,4.8,9215,27800000,"20-30"
"48898","Star Trek VI: The Undiscovered Country",1991,113,6.9,10367,30000000,"30-40"
"48899","Star Trek the Experience: The Klingon Encounter",1998,4,7,170,70000000,"70-80"
"48900","Star Trek: First Contact",1996,106,7.3,25046,45000000,"40-50"
"48901","Star Trek: Generations",1994,118,6.2,12651,35000000,"30-40"
"48902","Star Trek: Insurrection",1998,103,6.3,13395,58000000,"50-60"
"48903","Star Trek: Nemesis",2002,116,6.5,11785,70000000,"70-80"
"48905","Star Trek: The Motion Picture",1979,143,5.8,10752,35000000,"30-40"
"48906","Star Trek: The Wrath of Khan",1982,116,7.6,16333,11000000,"10-20"
"48908","Star Wars",1977,125,8.8,134640,11000000,"10-20"
"48909","Star Wars: Episode I - The Phantom Menace",1999,133,6.4,84488,115000000,"110-120"
"48910","Star Wars: Episode II - Attack of the Clones",2002,120,7,63889,120000000,"120-130"
"48911","Star Wars: Episode V - The Empire Strikes Back",1980,129,8.8,103706,18000000,"10-20"
"48912","Star Wars: Episode VI - Return of the Jedi",1983,135,8.1,82471,32500000,"30-40"
"48919","Star of Midnight",1935,90,7,89,280000,"0-10"
"48921","Star!",1968,120,6,290,14000000,"10-20"
"48924","Star-Crossed",2003,105,8.4,69,2500,"0-10"
"48933","Stardust Memories",1980,91,6.8,2148,10000000,"10-20"
"48939","Stargate",1994,130,6.4,17520,55000000,"50-60"
"48944","Stark Raving Mad",2002,102,6.2,601,5000000,"0-10"
"48947","Starkweather",2004,92,4.6,89,1000000,"0-10"
"48951","Starman",1984,115,6.8,5541,24000000,"20-30"
"48970","Starship Troopers",1997,129,6.7,32618,95000000,"90-100"
"48972","Starsky & Hutch",2004,101,6.3,13529,60000000,"60-70"
"48991","State Fair",1962,118,5.5,175,4500000,"0-10"
"49002","State of the Union",1948,124,7.2,454,2600000,"0-10"
"49004","State's Evidence",2004,89,7,12,400000,"0-10"
"49005","Statement, The",2003,120,6.1,710,23000000,"20-30"
"49007","Stateside",2004,97,5.4,247,16000000,"10-20"
"49009","Station Agent, The",2003,88,8.1,7112,500000,"0-10"
"49013","Stationery Games",2002,28,6.1,7,2500,"0-10"
"49014","Statski sovetnik",2005,208,7,64,4000000,"0-10"
"49029","Steagle, The",1971,87,4.2,15,1850000,"0-10"
"49031","Steaks, The",2000,107,8.7,10,1000,"0-10"
"49032","Steal Big Steal Little",1995,135,4.6,263,35000000,"30-40"
"49038","Stealing Harvard",2002,82,4.7,2547,25000000,"20-30"
"49044","Steam Cloud Rising",2004,100,6.4,8,25000,"0-10"
"49048","Steamboat Willie",1928,8,7.6,386,4986,"0-10"
"49049","Steamboy",2004,126,6.6,529,20000000,"20-30"
"49050","Steaming",1985,102,5,58,3000000,"0-10"
"49055","Steel",1997,97,2.6,1607,16000000,"10-20"
"49061","Steel Helmet, The",1951,85,7.6,259,103000,"0-10"
"49063","Steel Legends: Railroads of the Northeast",2000,60,8.5,48,17500,"0-10"
"49066","Steel Spirit",2002,90,6,8,20000,"0-10"
"49085","Stella Dallas",1925,110,7.6,12,700000,"0-10"
"49107","Stepford Wives, The",2004,93,5.3,7773,90000000,"90-100"
"49110","Stepmom",1998,124,6.1,7470,50000000,"50-60"
"49119","Stereo",1969,65,4.7,86,3500,"0-10"
"49129","Steven Spielberg's Movie",2001,25,1.7,37,11000,"0-10"
"49146","Sticky Fingers of Time, The",1997,90,5.5,129,250000,"0-10"
"49151","Stigmata",1999,103,6,14062,32000000,"30-40"
"49162","Still Lover",2003,5,7.7,7,1000,"0-10"
"49185","Sting, The",1973,129,8.4,23678,5500000,"0-10"
"49191","Stir of Echoes",1999,99,7,11433,13000000,"10-20"
"49211","Stolen Summer",2002,91,6.2,801,1500000,"0-10"
"49296","Story of Alexander Graham Bell, The",1939,98,7.2,141,1500000,"0-10"
"49301","Story of Dr. Wassell, The",1944,140,6.7,136,2720000,"0-10"
"49317","Story of Us, The",1999,95,5.6,4953,50000000,"50-60"
"49318","Story of Vernon and Irene Castle, The",1939,93,6.7,248,1196000,"0-10"
"49321","Story of a Three-Day Pass, The",1968,87,4.7,104,100000,"0-10"
"49322","Story of the Kelly Gang, The",1906,70,6,13,2250,"0-10"
"49342","Straight Out of Brooklyn",1991,79,5.4,107,450000,"0-10"
"49348","Straight Story, The",1999,112,8.1,14679,10000000,"10-20"
"49354","Straight to Hell",1987,86,4.9,464,1000000,"0-10"
"49384","Strange Days",1995,145,6.9,11869,42000000,"40-50"
"49396","Strange Interlude",1932,109,5.8,97,408000,"0-10"
"49413","Strangeland",1998,92,4.4,1179,2000000,"0-10"
"49421","Stranger Than Paradise",1983,89,7.4,2873,90000,"0-10"
"49430","Stranger on the Third Floor",1940,64,6.9,233,171200,"0-10"
"49438","Strangers",2004,9,9.7,6,1000,"0-10"
"49447","Strangers on a Train",1951,103,8.3,10624,1200000,"0-10"
"49471","Straw Dogs",1971,113,7.4,4755,3251794,"0-10"
"49507","Street Pirates",1994,94,8.2,111,650000,"0-10"
"49508","Street Scene",1931,80,7.9,146,584000,"0-10"
"49524","Streetcar Named Desire, A",1951,125,8.1,9623,1800000,"0-10"
"49526","Streets of Fire",1984,93,6.2,1860,14500000,"10-20"
"49557","Strike Up the Band",1940,120,6.7,142,838661,"0-10"
"49575","Stripes",1981,106,6.8,7406,10000000,"10-20"
"49576","Striporama",1953,70,7.7,14,40000,"0-10"
"49586","Striptease",1996,117,3.8,7998,50000000,"50-60"
"49612","Stryker's War",1985,84,5.1,146,100000,"0-10"
"49614","Stuart Little",1999,81,6,8009,103000000,"100-110"
"49615","Stuart Little 2",2002,82,5.9,2324,120000000,"120-130"
"49626","Student Nurses, The",1970,89,3.4,29,150000,"0-10"
"49627","Student Prince in Old Heidelberg, The",1927,106,7.9,155,1205000,"0-10"
"49631","Student of Prague, The",2004,9,8.7,7,8000,"0-10"
"49653","Stuff, The",1985,93,4.9,701,1700000,"0-10"
"49665","Stupids, The",1996,94,3.7,1503,25000000,"20-30"
"49680","Sub Down",1997,93,4.4,322,17000000,"10-20"
"49681","Sub terra",2003,105,7,56,1200000,"0-10"
"49693","Submarine",1928,93,6.7,17,150000,"0-10"
"49712","Subterraneans, The",1960,89,4.7,54,931724,"0-10"
"49720","Suburbia",1984,94,6.8,481,1000000,"0-10"
"49764","Suddenly, Last Summer",1959,114,7.5,1381,3000000,"0-10"
"49775","Sugar & Spice",2001,84,5.3,2901,11000000,"10-20"
"49783","Sugar Town",1999,92,5.8,307,250000,"0-10"
"49786","Sugarland Express, The",1974,110,6.7,1461,3000000,"0-10"
"49798","Suicide Inc.",2001,10,3.2,23,8000,"0-10"
"49799","Suicide Kings",1997,106,7,6117,5000000,"0-10"
"49814","Sullivan's Travels",1941,90,8.2,2896,689665,"0-10"
"49820","Sum of All Fears, The",2002,123,6.6,15835,68000000,"60-70"
"49823","Sumas y restas",2004,109,6,12,1500000,"0-10"
"49830","Summer Catch",2001,105,4.5,2581,17000000,"10-20"
"49833","Summer Holiday",1948,93,5.7,59,2258325,"0-10"
"49845","Summer Solstice",2003,111,2,5,300000,"0-10"
"49846","Summer Sonata, A",2004,30,10,5,2000,"0-10"
"49857","Summer of Sam",1999,142,6.5,8151,22000000,"20-30"
"49862","Summer's Gone",1999,96,6,5,15000,"0-10"
"49892","Sunday",1997,94,7.1,249,450000,"0-10"
"49899","Sunday Morning Stripper, The",2003,24,7.9,10,22000,"0-10"
"49925","Sunset Blvd.",1950,115,8.6,16149,1752000,"0-10"
"49941","Sunshine Deli and Grocery, The",2000,93,8.3,6,300000,"0-10"
"49945","Sunshine State",2002,141,7,1481,5600000,"0-10"
"49969","Super Mario Bros.",1993,104,3.6,5376,42000000,"40-50"
"49972","Super Size Me",2004,100,7.7,9487,300000,"0-10"
"49976","Super Troopers",2001,100,6.3,7728,3000000,"0-10"
"49987","Superbeast",1972,90,1.5,27,275000,"0-10"
"49997","Supergirl",1984,150,3.9,2490,35000000,"30-40"
"50005","Superman",1941,10,7.5,148,100000,"0-10"
"50008","Superman",1978,151,7.1,17327,55000000,"50-60"
"50010","Superman II",1980,127,6.5,10085,54000000,"50-60"
"50025","Superstar",1999,81,4.5,2880,14000000,"10-20"
"50030","Superstarlet A.D.",2000,70,5.4,23,16000,"0-10"
"50038","Supervixens",1975,99,5.8,518,250000,"0-10"
"50069","Surface Calm",2001,18,5.1,19,15000,"0-10"
"50111","Surviving Picasso",1996,125,6.1,1139,16000000,"10-20"
"50121","Susan Lenox (Her Fall and Rise)",1931,76,6.2,118,580000,"0-10"
"50136","Suspect Zero",2004,99,5.7,1310,27000000,"20-30"
"50140","Suspended Animation",2001,114,5.2,82,1900000,"0-10"
"50156","Sutter's Gold",1936,94,5.9,22,2000000,"0-10"
"50170","Suzy",1936,93,6.2,146,614000,"0-10"
"50201","Svoi",2004,111,8.4,97,2500000,"0-10"
"50212","Swamp Thing",1982,91,5,1179,3000000,"0-10"
"50233","Swarm, The",1978,156,3.8,986,21000000,"20-30"
"50250","Sweepers",1999,93,3.9,276,12500000,"10-20"
"50257","Sweet Angel Mine",1996,88,5.3,119,5000000,"0-10"
"50260","Sweet Charity",1969,154,6.8,640,20000000,"20-30"
"50268","Sweet Hideaway",2003,96,1.9,13,350000,"0-10"
"50269","Sweet Home Alabama",2002,108,5.8,9943,38000000,"30-40"
"50285","Sweet November",2001,115,5.5,5458,40000000,"40-50"
"50298","Sweet Sweetback's Baad Asssss Song",1971,97,5.3,547,150000,"0-10"
"50309","Sweetest Thing, The",2002,90,4.7,8284,43000000,"40-50"
"50319","Swept Away",2002,89,3.8,2113,10000000,"10-20"
"50325","Swimfan",2002,85,4.5,3863,8500000,"0-10"
"50333","Swimming with Sharks",1994,101,7.1,4837,700000,"0-10"
"50351","Swing Time",1936,103,7.7,1135,886000,"0-10"
"50356","Swingers",1996,96,7.6,15827,200000,"0-10"
"50362","Swinging Cheerleaders, The",1974,91,4.2,85,150000,"0-10"
"50364","Swiri",1999,125,6.6,1704,5000000,"0-10"
"50371","Switchback",1997,118,6.1,2195,38000000,"30-40"
"50372","Switchblade Sisters",1975,91,5.7,402,320000,"0-10"
"50376","Swoon",1992,80,7,290,250000,"0-10"
"50388","Swordfish",2001,99,6.2,20455,80000000,"80-90"
"50393","Swordswallowers and Thin Men",2003,105,8.2,6,2500,"0-10"
"50402","Sylvia Scarlett",1935,95,6,411,1000000,"0-10"
"50417","Symphony of Six Million",1932,94,6.3,63,270000,"0-10"
"50455","Sztuka spadania",2004,5,7.6,68,100000,"0-10"
"50476","T2 3-D: Battle Across Time",1996,12,7.2,2243,60000000,"60-70"
"50479","THX 1138",1971,88,6.5,4274,777000,"0-10"
"50509","Tabu",1931,84,7.8,313,150000,"0-10"
"50521","Tadpole",2002,78,6.3,1769,150000,"0-10"
"50523","Taegukgi hwinalrimyeo",2004,140,8.5,1792,12800000,"10-20"
"50544","Tai yang zhi zi",1990,84,4.8,24,35000000,"30-40"
"50554","Tailor of Panama, The",2001,109,6.1,5997,18000000,"10-20"
"50582","Take Me Out to the Ball Game",1949,93,6.8,386,1725970,"0-10"
"50583","Take Me Somewhere Nice",2004,17,8.8,8,8000,"0-10"
"50592","Take a Giant Step",1959,100,5.6,6,300000,"0-10"
"50597","Take the Money and Run",1969,85,7.3,3025,1500000,"0-10"
"50644","Tale of the Mummy",1998,119,3.7,570,8000000,"0-10"
"50652","Talented Mr. Ripley, The",1999,139,7,25974,40000000,"40-50"
"50659","Tales from the Hood",1995,98,5.1,548,6000000,"0-10"
"50674","Talk Radio",1988,110,6.9,2080,4000000,"0-10"
"50678","Talk to Taka",2000,12,3.7,37,100000,"0-10"
"50694","Tall Tale",1995,98,4.8,383,32000000,"30-40"
"50719","Taming of the Shrew, The",1929,63,6.2,41,504000,"0-10"
"50720","Taming of the Shrew, The",1967,122,6.9,612,4000000,"0-10"
"50739","Tang shan da xiong",1971,115,6.3,1468,100000,"0-10"
"50750","Tango & Cash",1989,104,5.4,7657,55000000,"50-60"
"50771","Tank Girl",1995,104,4.6,4400,25000000,"20-30"
"50808","Taras Bulba",1962,124,6,412,7000000,"0-10"
"50819","Target Earth",1954,75,5.8,106,85000,"0-10"
"50829","Targets",1968,90,7.4,793,130000,"0-10"
"50835","Tarnation",2003,88,7.7,596,0,"0-10"
"50844","Tart",2001,94,4.6,714,3300000,"0-10"
"50851","Tarzan",1999,88,7.1,10672,150000000,"150-160"
"50857","Tarzan and His Mate",1934,104,7.4,538,1279000,"0-10"
"50865","Tarzan and the Lost City",1998,83,3.6,510,20000000,"20-30"
"50867","Tarzan and the Mermaids",1948,68,5.5,177,1000000,"0-10"
"50902","Taste of Blood, A",1967,117,2.4,44,65000,"0-10"
"50922","Tattooed Stranger, The",1950,64,6.5,61,124000,"0-10"
"50945","Taxi Driver",1976,110,8.5,47873,1300000,"0-10"
"50960","Taxman, The",1999,104,5.7,169,1000000,"0-10"
"50983","Tea with Mussolini",1999,117,6.7,2711,12000000,"10-20"
"50984","Tea with Tiffany",2003,6,9.5,6,10000,"0-10"
"50990","Teacher's Pet",2004,74,5.6,218,10000000,"10-20"
"50993","Teaching Mrs. Tingle",1999,96,5,5244,13000000,"10-20"
"50995","Team America: World Police",2004,98,7.3,13104,30000000,"30-40"
"51002","Tears of the Sun",2003,121,6.2,8690,70000000,"70-80"
"51015","Ted Bundy",2002,99,5.2,852,1200000,"0-10"
"51029","Teen Wolf Too",1987,95,2.7,2209,3000000,"0-10"
"51035","Teenage Cave Man",1958,65,3.1,169,70000,"0-10"
"51041","Teenage Monster",1958,65,3.3,59,57000,"0-10"
"51043","Teenage Mutant Ninja Turtles",1990,93,5.5,6946,13500000,"10-20"
"51044","Teenage Mutant Ninja Turtles II: The Secret of the Ooze",1991,88,4.6,3429,25000000,"20-30"
"51048","Teenage Thunder",1957,78,4.5,6,46000,"0-10"
"51059","Tehran 7:00 a.m.",2003,85,6.9,5,500000,"0-10"
"51082","Tell Me That You Love Me",1983,91,3.4,5,1000000,"0-10"
"51085","Tell Them Johnny Wadd Is Here",1975,74,4.6,25,12000,"0-10"
"51092","Telling Lies in America",1997,101,6.4,646,4000000,"0-10"
"51101","Temp, The",1993,99,4.9,668,15000000,"10-20"
"51120","Temporary Girl",1998,90,7.5,21,250000,"0-10"
"51133","Temptress, The",1926,106,7.3,62,669000,"0-10"
"51143","Ten Commandments, The",1923,146,7.5,97,1800000,"0-10"
"51144","Ten Commandments, The",1956,220,7.7,8895,13500000,"10-20"
"51160","Ten to Chi to",1990,215,6.4,240,42000000,"40-50"
"51203","Tentacoli",1977,102,2.8,237,750000,"0-10"
"51230","Terminal Choice",1985,93,5.1,69,3900000,"0-10"
"51239","Terminal USA",1993,54,6.9,37,365000,"0-10"
"51241","Terminal, The",2004,128,7.1,15809,60000000,"60-70"
"51243","Terminator 2: Judgment Day",1991,154,8.2,77614,100000000,"100-110"
"51244","Terminator 3: Rise of the Machines",2003,109,6.9,32111,175000000,"170-180"
"51246","Terminator, The",1984,108,7.9,59772,6400000,"0-10"
"51270","Terrible Truth, The",1951,10,3.7,10,1000,"0-10"
"51285","Terror Tract",2000,96,5.6,281,11000000,"10-20"
"51287","Terror Train",1980,97,5.2,567,3500000,"0-10"
"51293","Terror in a Texas Town",1958,81,6.7,114,80000,"0-10"
"51299","Terror of Tiny Town, The",1938,62,3,195,100000,"0-10"
"51319","Terrorists",2004,72,9.4,9,80000,"0-10"
"51335","Tess of the Storm Country",1922,137,7.8,56,400000,"0-10"
"51351","Testament of Tom Jacoby, The",2001,7,9.4,5,3000,"0-10"
"51373","Tevya",1939,93,6.4,46,70000,"0-10"
"51385","Texas Chain Saw Massacre, The",1974,75,7,10224,140000,"0-10"
"51386","Texas Chainsaw Massacre 2, The",1986,111,4.6,2107,4700000,"0-10"
"51387","Texas Chainsaw Massacre, The",2003,98,5.9,9587,9200000,"0-10"
"51396","Texas Rangers",2001,86,5.1,945,38000000,"30-40"
"51428","Thank God He Met Lizzie",1997,91,5.9,196,2500000,"0-10"
"51430","Thank God It's Friday",1978,89,3.5,343,2200000,"0-10"
"51440","Thanksgiving",2004,12,7.9,9,150000,"0-10"
"51444","That 70's Matrix",2001,35,3.9,24,1200,"0-10"
"51452","That Cold Day in the Park",1969,113,6.2,106,500000,"0-10"
"51471","That Little Monster",1994,56,6.6,65,30000,"0-10"
"51488","That Thing You Do!",1996,108,6.6,11701,2500000,"0-10"
"51521","Thaw",2000,14,8.2,6,15000,"0-10"
"51533","Thelma & Louise",1991,129,7.3,18075,16500000,"10-20"
"51545","Theodore Rex",1995,92,2.2,567,33000000,"30-40"
"51550","Therapy Group",2003,3,6.1,5,1000,"0-10"
"51552","There Goes My Baby",1994,110,6.1,253,10500000,"10-20"
"51565","There's Always Vanilla",1971,91,3.2,49,90000,"0-10"
"51575","There's Something About Mary",1998,134,7.2,46343,23000000,"20-30"
"51590","They",2002,89,4.4,2660,17000000,"10-20"
"51594","They Call Him Sasquatch",2003,100,6.5,11,1000000,"0-10"
"51601","They Came to Cordura",1959,123,6.3,163,4000000,"0-10"
"51606","They Died with Their Boots On",1941,140,7.1,693,2200000,"0-10"
